# timestamp_us,x_m,y_m,yaw_rad,position_sigma_m,yaw_sigma_rad
1327678922168519,26.0929,135.1924,1.50662,0.0414,0.0222
1327678922569516,26.0844,135.3852,1.72574,0.0455,0.0236
1327678923021526,26.0249,135.5924,1.95849,0.0489,0.0237
1327678923522521,25.9298,135.8166,1.97226,0.0524,0.0239
1327678924023511,25.8297,136.0349,2.10767,0.0578,0.0245
1327678924424511,25.7177,136.1893,2.31578,0.0609,0.0251
1327678924875502,25.5653,136.3295,2.53642,0.0624,0.0248
1327678925377514,25.3671,136.4443,2.70627,0.0685,0.0270
1327678925878508,25.1657,136.5469,2.69850,0.0710,0.0274
1327678926379502,24.9494,136.6503,2.70412,0.0732,0.0277
1327678926881509,24.7263,136.7509,2.75585,0.0745,0.0287
1327678927382505,24.4946,136.8355,2.77641,0.0755,0.0298
1327678927883499,24.2763,136.9481,2.77307,0.0819,0.0325
1327678928384491,24.0565,137.0558,2.77783,0.0840,0.0334
1327678928886497,23.8311,137.1458,2.84409,0.0835,0.0330
1327678929387497,23.5949,137.2199,2.84622,0.0843,0.0341
1327678929888497,23.3611,137.2905,2.84330,2.9445,0.2150
1327678930390494,23.1254,137.3611,2.84500,11.2891,2.0586
1327678930891493,37.4324,144.6828,-2.12138,8.3163,1.9485
1327678931392489,37.3046,144.4755,-2.12463,6.9265,1.4279
1327678931868481,37.1827,144.2786,-2.12623,5.6782,1.0527
1327678932370486,37.0553,144.0702,-2.11351,4.3036,0.7294
1327678932871481,36.9374,143.8572,-2.06700,3.4732,0.5213
1327678933372471,36.8205,143.6450,-2.08102,1.3840,0.2046
1327678933873463,36.7017,143.4330,-2.08182,0.7568,0.1368
1327678934375480,36.5837,143.2199,-2.07385,0.6217,0.0686
1327678934876467,36.4663,143.0060,-2.05766,0.4949,0.0538
1327678935377461,36.3597,142.7872,-2.00442,0.3438,0.0396
1327678935879472,36.2575,142.5660,-1.98755,0.2383,0.0318
1327678936380471,36.1810,142.3341,-1.78854,0.2327,0.0328
1327678936881455,36.1503,142.0935,-1.58438,0.2272,0.0333
1327678937382451,36.1693,141.8512,-1.41591,0.0371,0.0225
1327678937884456,36.2185,141.6113,-1.32502,0.0427,0.0240
1327678938385463,36.3026,141.3843,-1.10134,0.0479,0.0255
1327678938936443,36.4097,141.1400,-1.08672,0.0537,0.0278
1327678939438460,36.4615,140.8929,-1.06221,0.0626,0.0544
1327678939989444,36.5928,140.6634,-0.87799,0.0733,0.0574
1327678940540435,36.7703,140.4709,-0.75538,0.0811,0.0559
1327678940992446,36.9420,140.3507,-0.58686,0.0856,0.0566
1327678941493440,37.1594,140.2403,-0.56985,0.0914,0.0550
1327678941994436,37.3872,140.1338,-0.51600,0.0896,0.0495
1327678942495424,37.6152,140.0208,-0.49967,0.0923,0.0481
1327678942997436,37.8480,139.9156,-0.49247,0.0903,0.0428
1327678943498425,38.0813,139.8083,-0.48660,0.0902,0.0399
1327678943949419,38.2972,139.7119,-0.48096,0.0939,0.0422
1327678944300423,38.5288,139.6157,-0.47802,0.0930,0.0377
1327678944601421,38.7303,139.5209,-0.47669,0.0935,0.0356
1327678945052421,38.9471,139.4273,-0.46941,0.0966,0.0354
1327678945553409,39.1552,139.3160,-0.43199,0.1012,0.0373
1327678946055414,39.3628,139.2094,-0.40694,0.1013,0.0370
1327678946556414,39.5503,139.0878,-0.41779,0.1034,0.0383
1327678947057405,39.7261,138.9519,-0.43844,0.0955,0.0379
1327678947558394,39.9013,138.7970,-0.46239,0.0860,0.0348
1327678948060410,40.0739,138.6434,-0.48191,0.0769,0.0261
1327678948561405,40.2574,138.5021,-0.53308,0.0615,0.0182
1327678949062397,40.4477,138.3670,-0.54549,0.0498,0.0159
1327678949563391,40.6430,138.2350,-0.54657,0.0420,0.0181
1327678950065397,40.8441,138.1041,-0.54692,0.0355,0.0188
1327678950566395,41.0488,137.9743,-0.54911,0.0335,0.0199
1327678951067388,41.2529,137.8465,-0.54902,0.0312,0.0204
1327678951569390,41.4586,137.7137,-0.55257,0.0299,0.0224
1327678952070382,41.6659,137.5904,-0.54750,0.0294,0.0227
1327678952571376,41.8737,137.4664,-0.54616,0.0308,0.0235
1327678953072369,42.0813,137.3414,-0.54568,0.0297,0.0233
1327678953574382,42.2917,137.2167,-0.53901,0.0321,0.0253
1327678954075373,42.5056,137.1042,-0.53218,0.0342,0.0250
1327678954576365,42.7178,136.9874,-0.53594,0.0335,0.0252
1327678955078377,42.9305,136.8698,-0.53474,0.0337,0.0237
1327678955579370,43.1421,136.7514,-0.53135,0.0348,0.0234
1327678956080374,43.3555,136.6380,-0.52416,0.0336,0.0215
1327678956581353,43.5695,136.5245,-0.52303,0.0315,0.0206
1327678957083366,43.7807,136.4050,-0.52531,0.0333,0.0203
1327678957584359,43.9929,136.2883,-0.52371,0.0344,0.0206
1327678958085352,44.2029,136.1629,-0.54086,0.0358,0.0205
1327678958587358,44.4126,136.0425,-0.57948,0.0351,0.0204
1327678959088350,44.6243,135.9302,-0.57106,0.0354,0.0224
1327678959589351,44.8369,135.8144,-0.56835,0.0354,0.0247
1327678960090337,45.0498,135.7020,-0.56285,0.0374,0.0261
1327678960592350,45.2595,135.5768,-0.56145,0.0385,0.0253
1327678961093342,45.4732,135.4678,-0.55580,0.0394,0.0252
1327678961594336,45.6867,135.3516,-0.55032,0.0391,0.0253
1327678962096350,45.8986,135.2384,-0.54162,0.0392,0.0252
1327678962597335,46.1090,135.1322,-0.53704,0.0361,0.0221
1327678963098339,46.3166,135.0127,-0.53534,0.0355,0.0213
1327678963599342,46.5266,134.9066,-0.52515,0.0376,0.0219
1327678964101340,46.7386,134.7932,-0.52229,0.0400,0.0227
1327678964602334,46.9543,134.6911,-0.51107,0.0447,0.0241
1327678965103331,47.1724,134.5856,-0.50568,0.0469,0.0240
1327678965605338,47.3811,134.4659,-0.50524,0.0479,0.0247
1327678966106328,47.5959,134.3549,-0.49953,0.0484,0.0240
1327678966607316,47.8196,134.2521,-0.49039,0.0555,0.0245
1327678967108306,48.0399,134.1481,-0.47927,0.0581,0.0258
1327678967610317,48.2611,134.0453,-0.47417,0.0591,0.0268
1327678968111310,48.4837,133.9460,-0.54452,0.0565,0.0268
1327678968612302,48.6980,133.8259,-0.54227,0.0601,0.0277
1327678969114311,48.9263,133.7283,-0.53319,0.0600,0.0255
1327678969615305,49.1546,133.6272,-0.57927,0.0543,0.0208
1327678970116298,49.3756,133.5107,-0.57155,0.0489,0.0191
1327678970617292,49.5878,133.3877,-0.56317,0.0463,0.0180
1327678971119302,49.7985,133.2608,-0.56391,0.0449,0.0177
1327678971620293,50.0091,133.1346,-0.56612,0.0429,0.0178
1327678972121288,50.2180,133.0061,-0.56584,0.0417,0.0182
1327678972623294,50.4269,132.8786,-0.56127,0.0395,0.0183
1327678973124289,50.6376,132.7511,-0.55645,0.0387,0.0187
1327678973625282,50.8460,132.6237,-0.55755,0.0379,0.0196
1327678974126276,51.0539,132.4959,-0.55395,0.0386,0.0196
1327678974628284,51.2631,132.3695,-0.55239,0.0379,0.0200
1327678975129277,51.4685,132.2450,-0.55371,0.0409,0.0209
1327678975630271,51.6792,132.1286,-0.54728,0.0431,0.0203
1327678976131264,51.8883,132.0093,-0.54105,0.0466,0.0201
1327678976633271,52.0973,131.8848,-0.54419,0.0460,0.0209
1327678977134266,52.3075,131.7600,-0.54305,0.0479,0.0229
1327678977635259,52.5164,131.6340,-0.53743,0.0496,0.0233
1327678978137269,52.7254,131.5088,-0.53597,1.6409,0.1374
1327678978638260,52.9375,131.3910,-0.53450,8.9410,1.3726
1327678979139254,45.2563,153.9609,-3.08218,6.4391,1.9063
1327678979640244,45.0130,153.9470,-3.08573,5.5058,1.5998
1327678980142259,44.7701,153.9335,-3.08253,5.3972,1.4168
1327678980643249,48.0962,154.5004,-0.87143,4.1934,1.2320
1327678981144242,48.2561,154.3188,-0.83560,3.7417,1.1441
1327678981646249,48.4196,154.1377,-0.83522,3.4771,1.1624
1327678982147241,43.8118,153.7823,-2.86678,3.7072,0.9962
1327678982648231,43.5858,153.6963,-2.69947,3.3474,0.6965
1327678983149230,43.3727,153.5783,-2.54030,3.0938,0.3870
1327678983651240,43.1878,153.4254,-2.41188,3.0091,0.2870
1327678984152233,43.0225,153.2481,-2.21047,2.8004,0.2038
1327678984653226,42.8871,153.0485,-2.15896,2.8107,0.1933
1327678985155234,37.1452,139.5388,-1.77204,2.7782,0.1945
1327678985656227,37.0959,139.3022,-1.77536,2.6781,0.1907
1327678986157220,37.0417,139.0712,-1.78451,2.6617,0.1924
1327678986658214,36.9818,138.8398,-1.79468,2.6721,0.1942
1327678987160224,36.9222,138.6077,-1.75304,2.6314,0.1938
1327678987661214,42.0547,151.8559,-2.13464,2.5755,0.1938
1327678988162209,41.9226,151.6515,-2.13397,2.4654,0.1851
1327678988664215,41.8001,151.4415,-2.11415,1.9836,0.1464
1327678989190206,41.6695,151.2230,-2.08659,1.0817,0.0807
1327678989691197,41.5480,151.0134,-2.08773,0.5213,0.0442
1327678990192187,41.4225,150.8039,-2.09508,0.2215,0.0300
1327678990644203,41.2892,150.5668,-2.09177,0.0668,0.0293
1327678991045199,41.1444,150.3127,-2.08429,0.0739,0.0300
1327678991446200,41.0108,150.0399,-2.07627,0.0822,0.0340
1327678991847201,40.8821,149.7618,-2.05889,0.0914,0.0357
1327678992248198,40.7725,149.4749,-2.04382,0.0861,0.0340
1327678992649196,40.6536,149.1958,-2.03737,0.0825,0.0327
1327678993050195,40.5451,148.9132,-2.02670,0.0639,0.0286
1327678993501189,40.4431,148.6768,-2.02684,0.0584,0.0264
1327678994002184,40.3390,148.4568,-2.08889,0.0606,0.0257
1327678994353182,40.2934,148.3784,-2.31049,0.0507,0.0229
1327678994654185,40.2975,148.3741,-2.52560,0.0477,0.0206
1327678994955184,40.2918,148.3614,-2.74274,0.0422,0.0193
1327678995356183,40.1800,148.3146,-2.96544,0.0408,0.0194
1327678995757180,39.9492,148.2658,-3.10155,0.0429,0.0223
1327678996158183,39.6815,148.2577,2.96882,0.0416,0.0244
1327678996559177,39.4058,148.3061,2.83037,0.0421,0.0271
1327678996960170,39.1231,148.3739,2.81451,0.0435,0.0320
1327678997361169,38.8407,148.4451,2.83556,0.0441,0.0317
1327678997762168,38.5533,148.5126,2.83654,0.0467,0.0331
1327678998163163,38.2606,148.5829,2.82854,0.0475,0.0368
1327678998564158,37.9683,148.6459,2.83352,0.0473,0.0394
1327678998965149,37.6739,148.7087,2.84013,0.0486,0.0409
1327678999366149,37.3859,148.7742,2.83768,0.0477,0.0419
1327678999767147,37.0939,148.8463,2.83224,0.0484,0.0451
1327679000168143,36.7975,148.8898,2.84206,0.0461,0.0448
1327679000569141,36.4993,148.9496,2.85814,0.0454,0.0465
1327679000970140,36.2075,148.9865,2.87051,0.0469,0.0495
1327679001371139,35.9054,149.0143,2.87520,0.0484,0.0532
1327679001772135,35.6087,149.0034,2.90838,0.0513,0.0541
1327679002173132,35.3026,148.9364,2.86699,0.0527,0.0527
1327679002574129,35.0072,148.9275,2.84618,0.0542,0.0507
1327679002975127,34.7087,148.9281,2.86290,0.0526,0.0422
1327679003376123,34.4201,148.9722,2.87505,0.0517,0.0380
1327679003777121,34.1400,149.0498,2.88266,0.0525,0.0405
1327679004078126,33.9502,149.1587,2.87124,0.0671,0.0558
1327679004479123,33.6826,149.2551,2.87950,0.0669,0.0584
1327679004880120,33.4098,149.3303,2.88255,0.0729,0.0599
1327679005281117,33.1275,149.3847,2.88448,0.0763,0.0556
1327679005682114,32.8355,149.4449,2.89839,0.0758,0.0503
1327679006083110,32.5421,149.5130,2.93543,0.0720,0.0497
1327679006484111,32.2504,149.5749,2.98291,0.0702,0.0499
1327679006885109,31.9654,149.6371,3.03439,0.0687,0.0531
1327679007437118,31.6711,149.6799,3.07604,0.0662,0.0548
1327679007988106,31.3581,149.6918,3.12567,0.0646,0.0571
1327679008389098,31.0640,149.6890,3.12314,0.0678,0.0616
1327679008790102,30.7588,149.6276,-3.13691,0.0761,0.0605
1327679009191100,30.4371,149.5164,-3.10937,0.0775,0.0531
1327679009592096,30.1374,149.4592,-3.10486,0.0784,0.0454
1327679009993094,29.8676,149.4613,-3.09655,0.0753,0.0461
1327679010394093,29.5817,149.4534,-3.09942,0.0743,0.0429
1327679010795086,29.3094,149.4605,-3.00417,0.0829,0.0482
1327679011096092,29.1657,149.4259,-2.78614,0.0808,0.0495
1327679011597081,28.9547,149.3396,-2.66632,0.0735,0.0495
1327679011998082,28.7424,149.2570,-2.68245,0.0688,0.0464
1327679012299085,28.5651,149.2199,-2.63881,0.0699,0.0502
1327679012600088,28.3873,149.1133,-2.50429,0.0643,0.0490
1327679012901088,28.2321,148.9581,-2.30146,0.0563,0.0465
1327679013252087,28.1052,148.7979,-2.09271,0.0494,0.0456
1327679013803079,28.0082,148.6445,-2.19176,0.0424,0.0450
1327679014179075,27.9359,148.5746,-2.43373,0.0393,0.0407
1327679014730068,27.7549,148.4201,-2.46482,0.0366,0.0442
1327679015232074,27.5862,148.2595,-2.36306,0.0313,0.0420
1327679015733069,27.4258,148.0861,-2.37192,0.0336,0.0437
1327679016234067,27.2759,147.9617,-2.37120,0.0364,0.0512
1327679016585072,27.1183,147.9577,-2.38636,0.0389,0.0510
1327679016886070,26.9493,147.9760,-2.41015,0.0389,0.0433
1327679017187068,26.7843,147.8836,-2.37960,0.0404,0.0384
1327679017488067,26.6370,147.7600,-2.28131,0.0465,0.0388
1327679017939074,26.5064,147.6081,-2.06541,0.0452,0.0318
1327679018365055,26.3901,147.3942,-2.03962,0.0477,0.0292
1327679018716064,26.2789,147.1798,-2.01691,0.0464,0.0269
1327679019117058,26.1727,146.9458,-1.85013,0.0418,0.0247
1327679019568053,26.1239,146.6729,-1.68235,0.0400,0.0240
1327679020370048,26.1236,146.6271,-1.45411,0.0382,0.0239
1327679020671051,26.1252,146.6263,-1.22915,0.0406,0.0238
1327679020972054,26.1213,146.6317,-1.00519,0.0392,0.0238
1327679021272044,26.1189,146.6372,-0.77998,0.0410,0.0247
1327679021573044,26.1180,146.6385,-0.55427,0.0407,0.0248
1327679021874045,26.1180,146.6406,-0.32878,0.0338,0.0230
